title,company,location,date_posted,link
Staff Software Developer,Trend Micro,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/staff-software-developer-at-trend-micro-3991918561?position=8&pageNum=36&refId=02uInHQV%2Fy3OCxTRzmhRng%3D%3D&trackingId=2NFQd28kkxO0j1zgPitwzQ%3D%3D&trk=public_jobs_jserp-result_search-card
Security Engineer - Ubuntu,Canonical,"Ottawa, Ontario, Canada",1 day ago,https://ca.linkedin.com/jobs/view/security-engineer-ubuntu-at-canonical-4018735353?position=9&pageNum=36&refId=02uInHQV%2Fy3OCxTRzmhRng%3D%3D&trackingId=qVJzbxlVgCLQAzsK82WMIQ%3D%3D&trk=public_jobs_jserp-result_search-card
"étudiant, développement Web",Bank of Canada,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/%C3%A9tudiant-d%C3%A9veloppement-web-at-bank-of-canada-4004362056?position=10&pageNum=36&refId=02uInHQV%2Fy3OCxTRzmhRng%3D%3D&trackingId=36hxPECfEohMjHs04q8fPQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Data Infrastructure - Kafka,Canonical,"Gatineau, Quebec, Canada",5 days ago,https://ca.linkedin.com/jobs/view/software-engineer-data-infrastructure-kafka-at-canonical-4015986749?position=1&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=lLmhcl5pdfkSNT4eQ2kHig%3D%3D&trk=public_jobs_jserp-result_search-card
Embedded Linux Senior Software Engineer - Optimisation,Canonical,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/embedded-linux-senior-software-engineer-optimisation-at-canonical-4003742545?position=2&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=AjpWtju%2BAa%2FkYNIWZajEUw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Full-Stack Developer - Permanent - 17517,LRO Staffing,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/senior-full-stack-developer-permanent-17517-at-lro-staffing-3998895368?position=3&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=qdsrQz2OIybwB6r2AwsYZA%3D%3D&trk=public_jobs_jserp-result_search-card
Data and AI Developer,Dentons,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/data-and-ai-developer-at-dentons-4017548028?position=4&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=w7BM2aaiEKKQLpWGjlHC0g%3D%3D&trk=public_jobs_jserp-result_search-card
AI/ML and MLOps Field Engineer,Canonical,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/ai-ml-and-mlops-field-engineer-at-canonical-4013777328?position=5&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=hmsKYG1KBn%2BkzDRZRAZJkg%3D%3D&trk=public_jobs_jserp-result_search-card
Security Software Engineer,Canonical,"Gatineau, Quebec, Canada",2 days ago,https://ca.linkedin.com/jobs/view/security-software-engineer-at-canonical-4018534049?position=6&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=NPudwOYMtg6qdCMZQ1oI6A%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Integration Developer,BlackBerry,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/senior-integration-developer-at-blackberry-4017091902?position=7&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=ZoRmaPSdkguQ%2FFlQh%2FD%2FpA%3D%3D&trk=public_jobs_jserp-result_search-card
C++ Software Tester / Developer – Automotive & Security,BTA Design Services Inc.,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/c%2B%2B-software-tester-developer-%E2%80%93-automotive-security-at-bta-design-services-inc-3999278204?position=8&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=u7pxPM2Rho%2FErUele5fN4w%3D%3D&trk=public_jobs_jserp-result_search-card
Software Linux Developer (LS404),Telesat,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/software-linux-developer-ls404-at-telesat-3987365138?position=9&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=HOXx83mMhaNXzWNZaqjnwA%3D%3D&trk=public_jobs_jserp-result_search-card
Golang System Software Engineer - Containers / Virtualisation,Canonical,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/golang-system-software-engineer-containers-virtualisation-at-canonical-3999536564?position=10&pageNum=37&refId=06bv5xZj2rycoVR9H%2FQChg%3D%3D&trackingId=DXvE0pR9lGFjsTgoX%2FImoQ%3D%3D&trk=public_jobs_jserp-result_search-card
Ubuntu on WSL Software Engineer,Canonical,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/ubuntu-on-wsl-software-engineer-at-canonical-4010793766?position=1&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=mwr16ozJurpxBaNZ4UYLtA%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer Consultant/Expert,Artech L.L.C.,"Kanata, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/software-engineer-consultant-expert-at-artech-l-l-c-4001436097?position=2&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=WbBvp48I3fIFu0G0LINVUA%3D%3D&trk=public_jobs_jserp-result_search-card
Diagnostics Test Engineer,W3Global,"Ottawa, Ontario, Canada",1 hour ago,https://ca.linkedin.com/jobs/view/diagnostics-test-engineer-at-w3global-4016776919?position=3&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=HgRFErQ5nogienV1Jq2y1A%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Firmware Developer,Nanometrics Inc,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/senior-firmware-developer-at-nanometrics-inc-3991157002?position=4&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=zH%2BcKkU%2BVx%2B78zr9msVPTw%3D%3D&trk=public_jobs_jserp-result_search-card
Quality Assurance Automation Engineer,Luxoft,"Ottawa, Ontario, Canada",5 days ago,https://ca.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-luxoft-4015936910?position=5&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=JYVi7XdxJCZOclGvozP5NA%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer Consultant/Expert,Altair,"Kanata, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/software-engineer-consultant-expert-at-altair-4008231085?position=6&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=6mvy3fyb2oIGunGTw2SJsg%3D%3D&trk=public_jobs_jserp-result_search-card
SAP HANA SQL Script Modelling and Development Engineer-Canada,Zortech Solutions,"Ottawa, Ontario, Canada",4 months ago,https://ca.linkedin.com/jobs/view/sap-hana-sql-script-modelling-and-development-engineer-canada-at-zortech-solutions-3896799935?position=7&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=rG5nKGqiA%2FOJf0GvCZ9rIA%3D%3D&trk=public_jobs_jserp-result_search-card
SECURITY ENGINEER,TRM Technologies Inc.,"Ottawa, Ontario, Canada",7 months ago,https://ca.linkedin.com/jobs/view/security-engineer-at-trm-technologies-inc-3818337840?position=8&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=DxwwcVJJYAl00t%2FwVymDcQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Streaming Engineer (GCP) - Canada,Rackspace Technology,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-streaming-engineer-gcp-canada-at-rackspace-technology-3982213458?position=9&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=FBnEWlzUdqNkebwT33r%2Frg%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Front End Engineer,"TrueContext, formerly ProntoForms","Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/senior-front-end-engineer-at-truecontext-formerly-prontoforms-4017466142?position=10&pageNum=38&refId=v%2FIWuZpRTY0rzwSBQvG0MA%3D%3D&trackingId=RKq%2F17Gt16ASsLqpl%2F9Z9Q%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Systems Engineer,Extreme Networks,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-systems-engineer-at-extreme-networks-4006482503?position=1&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=vCOfAqIe6xC7KUUvZOYqLw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Developer Engineer in Test (SDET),Payments Canada,"Ottawa, Ontario, Canada",1 day ago,https://ca.linkedin.com/jobs/view/senior-software-developer-engineer-in-test-sdet-at-payments-canada-4016717402?position=2&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=cIXVrb9jswRULisbk4z5Nw%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,Canonical,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/software-engineer-data-infrastructure-opensearch-elasticsearch-at-canonical-4013775464?position=3&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=K6Vq83luw0Or5shsiq7Ceg%3D%3D&trk=public_jobs_jserp-result_search-card
Ingénieur logiciel (stagiaire) Canada,Cisco,"Kanata, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/ing%C3%A9nieur-logiciel-stagiaire-canada-at-cisco-4015542847?position=4&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=2%2FvN1HCAGJFUrcKRLx0Ynw%3D%3D&trk=public_jobs_jserp-result_search-card
System Software Engineer - Ubuntu Networking,Canonical,"Gatineau, Quebec, Canada",1 month ago,https://ca.linkedin.com/jobs/view/system-software-engineer-ubuntu-networking-at-canonical-3996011509?position=5&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=JYGbZS0NIyfv2409dhPrhA%3D%3D&trk=public_jobs_jserp-result_search-card
Field Software Engineer - Spanish/English (Remote),Canonical,"Gatineau, Quebec, Canada",1 month ago,https://ca.linkedin.com/jobs/view/field-software-engineer-spanish-english-remote-at-canonical-3983487135?position=6&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=2Jg8JXxjJkRi5c1DvITQiw%3D%3D&trk=public_jobs_jserp-result_search-card
Software Algorithm Specialist,Lumentum,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/software-algorithm-specialist-at-lumentum-3969677310?position=7&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=fH6qnH4GNzNIklVZfLvxuA%3D%3D&trk=public_jobs_jserp-result_search-card
"Hourly Paid Teacher in Software Development - Secure Desktop, Mobile, and Web Applications - ACS/AEC",Vanier College,"Vanier, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/hourly-paid-teacher-in-software-development-secure-desktop-mobile-and-web-applications-acs-aec-at-vanier-college-3995258178?position=8&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=X0i9jwM1tJbcV%2B0zA6aiFA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Developer,Lightspeed Commerce,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/senior-software-developer-at-lightspeed-commerce-3953613318?position=9&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=krcDZ8E%2Fv%2FG8Gvz6uvzSYA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Full Stack Developer,Versaterm,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-full-stack-developer-at-versaterm-3999307978?position=10&pageNum=39&refId=ikXm63HWiZQQc5AhYRlmgQ%3D%3D&trackingId=CVEHBHyv3H4WCuPLJ0a4Xg%3D%3D&trk=public_jobs_jserp-result_search-card
System Reliability Engineering Student,Nokia,"Kanata, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/system-reliability-engineering-student-at-nokia-4008715686?position=1&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=JbqWmUD7tq%2BuMS%2F7X0zcZA%3D%3D&trk=public_jobs_jserp-result_search-card
Enterprise Architect,Assent,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/enterprise-architect-at-assent-3989192339?position=2&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=QrggE7jh%2FDOsMT0PWh1B7g%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer Consultant/Expert,Altair,"Kanata, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/software-engineer-consultant-expert-at-altair-4003354702?position=3&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=%2BWmQTo0O5R9%2Fq0SjiN5TEw%3D%3D&trk=public_jobs_jserp-result_search-card
IVVQ Test Engineer,Thales,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/ivvq-test-engineer-at-thales-3994760569?position=4&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=PrWl3u52poCVPNxe1EFfBg%3D%3D&trk=public_jobs_jserp-result_search-card
AI/ML and MLOps Field Engineer,Canonical,"Gatineau, Quebec, Canada",1 week ago,https://ca.linkedin.com/jobs/view/ai-ml-and-mlops-field-engineer-at-canonical-4013778211?position=5&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=e2%2FtQzhRbJAmbKY099p1kA%3D%3D&trk=public_jobs_jserp-result_search-card
Scala Developer - Montreal,Zortech Solutions,"Gatineau, Quebec, Canada",2 days ago,https://ca.linkedin.com/jobs/view/scala-developer-montreal-at-zortech-solutions-4015070811?position=6&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=Qyg8oL2x76OjHCr5bzyGmw%3D%3D&trk=public_jobs_jserp-result_search-card
Linux Kernel Engineer,Canonical,"Gatineau, Quebec, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/linux-kernel-engineer-at-canonical-4006889069?position=7&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=TdCP5MSjRKEuzVQRo9AJgQ%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer Consultant/Expert,Altair,"Kanata, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/software-engineer-consultant-expert-at-altair-3934161415?position=8&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=PA%2FXQBrm%2BThNFcYSud%2Bf3g%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Engineer - Full Stack,Veeva Systems,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/senior-software-engineer-full-stack-at-veeva-systems-4012334659?position=9&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=PD6Lz%2F%2BToJkaYF%2FNTzRy0g%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - packaging - optimize Ubuntu Server for public clouds,Canonical,"Gatineau, Quebec, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/software-engineer-packaging-optimize-ubuntu-server-for-public-clouds-at-canonical-4001457651?position=10&pageNum=40&refId=c8f%2BgoOvewjC51E02pd44Q%3D%3D&trackingId=EtlhK8d0et5oUemMRRCE1Q%3D%3D&trk=public_jobs_jserp-result_search-card
Back-End Development - Consultant,Avanade,"Ottawa, Ontario, Canada",18 hours ago,https://ca.linkedin.com/jobs/view/back-end-development-consultant-at-avanade-4018489170?position=1&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=iAa%2FcfAVFUMbwklepOyBug%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer Consultant/Expert,Altair,"Kanata, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/software-engineer-consultant-expert-at-altair-3981603521?position=2&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=ypAZc21C%2FAmWUM7Ze1Dv%2FA%3D%3D&trk=public_jobs_jserp-result_search-card
IVVQ Test Engineer,Thales,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/ivvq-test-engineer-at-thales-3994760549?position=3&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=T0uXWm3Ofw2HCSCUhJM6zQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Developer - Full Stack,Canada Mortgage and Housing Corporation (CMHC) Société canadienne d'hypothèques et de logement(SCHL),"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-developer-full-stack-at-canada-mortgage-and-housing-corporation-cmhc-soci%C3%A9t%C3%A9-canadienne-d-hypoth%C3%A8ques-et-de-logement-schl-4006892943?position=4&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=Q%2BR%2Bl4zPJfr%2F06uDOd1TNw%3D%3D&trk=public_jobs_jserp-result_search-card
IVVQ Test Engineer,Thales,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/ivvq-test-engineer-at-thales-3994762495?position=5&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=wvxUUdAUOxNBGdBaqKPSCA%3D%3D&trk=public_jobs_jserp-result_search-card
Security Software Engineer,Canonical,"Gatineau, Quebec, Canada",1 month ago,https://ca.linkedin.com/jobs/view/security-software-engineer-at-canonical-3979903940?position=6&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=nNjhbznc0s3r6U4uKqmFmw%3D%3D&trk=public_jobs_jserp-result_search-card
"System Software Engineer - Rust compiler, tooling, and ecosystem",Canonical,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/system-software-engineer-rust-compiler-tooling-and-ecosystem-at-canonical-3996082761?position=7&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=%2FOH0ZQ6qXxHsZZEK%2FfpAYg%3D%3D&trk=public_jobs_jserp-result_search-card
Jr. Network Infrastructure Test Engineer,Nokia,"Kanata, Ontario, Canada",21 hours ago,https://ca.linkedin.com/jobs/view/jr-network-infrastructure-test-engineer-at-nokia-4018465193?position=8&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=umLkNeMlKWpCgQlqBdJRZg%3D%3D&trk=public_jobs_jserp-result_search-card
Sr. System Software Engineer (Windows/Linux platforms),Lumentum,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/sr-system-software-engineer-windows-linux-platforms-at-lumentum-3938987921?position=9&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=%2BpM45cqL2b45mj8VgoVdtw%3D%3D&trk=public_jobs_jserp-result_search-card
Security Engineer - Ubuntu,Canonical,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/security-engineer-ubuntu-at-canonical-3959493452?position=10&pageNum=41&refId=B%2FGmlcu3g42iIkdIZJk3FQ%3D%3D&trackingId=ijMB0pyupcaC0tACoFr6Fg%3D%3D&trk=public_jobs_jserp-result_search-card
HPC Software Engineer,Canonical,"Gatineau, Quebec, Canada",1 month ago,https://ca.linkedin.com/jobs/view/hpc-software-engineer-at-canonical-3988807033?position=1&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=6Pc1ypH%2BDUClyw%2FXTiNdIw%3D%3D&trk=public_jobs_jserp-result_search-card
Developer Relations Engineer,Canonical,"Gatineau, Quebec, Canada",2 months ago,https://ca.linkedin.com/jobs/view/developer-relations-engineer-at-canonical-3964673406?position=2&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=w2PrP2rrL6rmNd2Q6OrNTw%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - packaging - optimize Ubuntu Server for public clouds,Canonical,"Gatineau, Quebec, Canada",1 month ago,https://ca.linkedin.com/jobs/view/software-engineer-packaging-optimize-ubuntu-server-for-public-clouds-at-canonical-3979909458?position=3&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=O%2BuYvXCgBJJuCeOLRGfUwA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Tester/Test Developer,Procom,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/senior-software-tester-test-developer-at-procom-3933316011?position=4&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=5OThiurWhXiHrn3NZPYhSg%3D%3D&trk=public_jobs_jserp-result_search-card
Software Engineer - packaging - optimize Ubuntu Server for public clouds,Canonical,"Gatineau, Quebec, Canada",2 months ago,https://ca.linkedin.com/jobs/view/software-engineer-packaging-optimize-ubuntu-server-for-public-clouds-at-canonical-3960939109?position=5&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=HOW4PzrygZtwbJlz4uf7MQ%3D%3D&trk=public_jobs_jserp-result_search-card
"Site Reliability Engineer, Americas",Canonical,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/site-reliability-engineer-americas-at-canonical-3977544177?position=6&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=RXuzhB3pcfrpW5f%2BplGK3A%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Embedded Software Designer,Lumentum,Greater Ottawa Metropolitan Area,22 hours ago,https://ca.linkedin.com/jobs/view/senior-embedded-software-designer-at-lumentum-4005648456?position=7&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=rPN7mVuhE4DpmXaBMafl%2Fg%3D%3D&trk=public_jobs_jserp-result_search-card
BlackBerry QNX - Embedded Software Developer (Support/Integration),BlackBerry QNX,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/blackberry-qnx-embedded-software-developer-support-integration-at-blackberry-qnx-3929449086?position=8&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=jbfbC2yJSbPFQjzWla4Y9A%3D%3D&trk=public_jobs_jserp-result_search-card
Build & Platform Engineer,Insight Global,"Ottawa, Ontario, Canada",1 day ago,https://ca.linkedin.com/jobs/view/build-platform-engineer-at-insight-global-4009287170?position=9&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=kNHZfU%2BZKFfn%2F7w9k2McYQ%3D%3D&trk=public_jobs_jserp-result_search-card
Developer Relations Engineer,Canonical,"Gatineau, Quebec, Canada",1 week ago,https://ca.linkedin.com/jobs/view/developer-relations-engineer-at-canonical-4010795632?position=10&pageNum=42&refId=qD2IWxDINyXv%2Fn85Iuezow%3D%3D&trackingId=kR9%2BkHkA1agZt5IItgv%2F2g%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Embedded Networking Developer,Syntronic - A Global Design House,"Kanata, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/senior-embedded-networking-developer-at-syntronic-a-global-design-house-3955074374?position=1&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=q2waXokdBH5BGUiVc6t%2Fpw%3D%3D&trk=public_jobs_jserp-result_search-card
Staff Engineer,Canonical,"Gatineau, Quebec, Canada",1 week ago,https://ca.linkedin.com/jobs/view/staff-engineer-at-canonical-4012939595?position=2&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=94dvqWFZYljm0540PPetNQ%3D%3D&trk=public_jobs_jserp-result_search-card
Lead Machine Learning Engineer (Canada Remote),Fullscript,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/lead-machine-learning-engineer-canada-remote-at-fullscript-3944494154?position=3&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=jOhYRCDNjF2jbAzOuPY8Uw%3D%3D&trk=public_jobs_jserp-result_search-card
Linux Cryptography and Security Engineer,Canonical,"Ottawa, Ontario, Canada",18 hours ago,https://ca.linkedin.com/jobs/view/linux-cryptography-and-security-engineer-at-canonical-4019456638?position=4&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=1ARfGUslzgCxIOwgwn%2FiUw%3D%3D&trk=public_jobs_jserp-result_search-card
Manufacturing Test Engineer-Onsite Position,Curtiss-Wright Corporation,"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/manufacturing-test-engineer-onsite-position-at-curtiss-wright-corporation-3998543476?position=5&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=4gS528pJJd6fGWbSc5KcPA%3D%3D&trk=public_jobs_jserp-result_search-card
Radio Frequency System Engineer,Inpho,Greater Ottawa Metropolitan Area,1 day ago,https://ca.linkedin.com/jobs/view/radio-frequency-system-engineer-at-inpho-4019302065?position=6&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=FcoN5ccvp2ymNhQ1VmbUtQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Engineer - Python/MongoDB,Canonical,"Gatineau, Quebec, Canada",1 week ago,https://ca.linkedin.com/jobs/view/senior-software-engineer-python-mongodb-at-canonical-4011644848?position=7&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=ZHlXVjkBaHLBBsbuZyADuQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Cloud Software Developer,Thales,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-cloud-software-developer-at-thales-3839587219?position=8&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=B3ea0iGolmAcNG6CbyPb%2Fg%3D%3D&trk=public_jobs_jserp-result_search-card
Development Lifecycle Engineer,Canonical,"Gatineau, Quebec, Canada",2 months ago,https://ca.linkedin.com/jobs/view/development-lifecycle-engineer-at-canonical-3960096591?position=9&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=jY1lTvd3triLFKo1cfU%2Bfg%3D%3D&trk=public_jobs_jserp-result_search-card
DSP Engineer (New Grad - PhD or Masters),Ciena,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/dsp-engineer-new-grad-phd-or-masters-at-ciena-3831903250?position=10&pageNum=43&refId=06Z2kWcHWv3%2FesyGtlnyuA%3D%3D&trackingId=JaWopxg0JED5%2F997kjdWoQ%3D%3D&trk=public_jobs_jserp-result_search-card
